VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,Cliente_Nombre,GeneroCliente,edadcliente,EmailCliente,TelefonoCliente,Direccion_Cliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta
78,2021-12-09,04:27:09,Techcore Pereíra,Pereira,Jose Angel Rovira Adadia,Carmelita Araujo Gomis,F,42,carmelita88@gmail.com,+34 886 51 92 81,cra 2 #25-61,Tarjeta Crédito,Apple MacBook Air M1,Apple,2,5500000,11000000,Dell Latitude 7420,Del,2.0,5600000.0,11200000.0,Acer Aspire 5,Acer,1.0,2000000.0,2000000.0,0.0,24200000.0
79,2024-11-13,03:00:09,TechCore medellin #1,Medellin,Dominga del Alcántara,María Dolores Ballesteros Avilés,F,29,maría49@yahoo.com,+34827 11 02 25,cll 54 #90-2,Transferencia,Dell XPS 13,Dell,2,4800000,9600000,,,,,,,,,,,,9600000.0
80,2017-09-06,11:24:14,TechCore Medellín #2,medellin,Juan José Porcel-Riera,Renata Lucas,F,51,renata37@hotmail.com,+34 739 63 05 56,cll 99 #44-24,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Asus ROG Strix G15,Asus,1.0,6400000.0,6400000.0,Acer Nitro 5,Acr,2.0,4000000.0,8000000.0,0.0,17200000.0
81,2022-11-15,05:23:26,TechCore cali,cali,Rosendo Barberá Cordero,Abraham Rueda,M,22,abraham27@yahoo.com,+34928 50 77 89,cll 60 #87-10,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,HP Pavilion 15,HPP,1.0,3500000.0,3500000.0,,,,,,0.0,14700000.0
82,2020-11-24,07:42:54,Techcore bogotá#1,Bogotá,Aura del Bermúdez,Eusebia Adán Sosa,F,33,eusebia37@gmail.com,+34941 03 35 55,cra 94 #96-98,Tarjeta Crédito,HP Pavilion 15,HPP,1,3500000,3500000,Apple MacBook Pro 16,Aple,2.0,9600000.0,19200000.0,,,,,,0.0,22700000.0
83,2021-08-11,15:45:00,TechCore Cali,cali,Jacinta Juárez Marín,Celestina Heredia Benítez,F,23,celestina15@hotmail.com,+34971 231 272,cra 39 #24-17,Efectivo,HP Spectre x360,HPP,2,5200000,10400000,MSI GF65 Thin,MSI,2.0,4400000.0,8800000.0,Apple iMac 24,Apple,1.0,6400000.0,6400000.0,0.0,25600000.0
84,2025-07-29,10:04:34,TechCore medellin #1,Medellin,Ana Sofía Llopis Blázquez,Esperanza del Asenjo,F,42,esperanza38@hotmail.com,+34 718 623 403,cll 89 #45-72,Tarjeta Débito,HP Omen 16,HP,1,6000000,6000000,,,,,,,,,,,0.0,6000000.0
85,2019-01-07,19:56:10,TechCore cali,cali,Clímaco Salinas Zabaleta,Maximino Fabregat,M,45,maximino26@gmail.com,+34 875 16 56 68,cll 64 #68-47,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,HP Spectre x360,HP,1.0,5200000.0,5200000.0,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,0.0,19200000.0
86,2025-08-15,07:39:38,TechCore medellin #1,medellin,Ibán López Córdoba,Anabel Muro,F,37,anabel28@yahoo.com,+34 920 53 53 32,cll 24 #30-55,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Dell Latitude 7420,Del,2.0,5600000.0,11200000.0,Apple MacBook Pro 16,Aple,1.0,9600000.0,9600000.0,0.0,28000000.0
87,2021-05-17,11:51:38,Techcore medellín #2,Medellín,Claudia Sastre-Quintero,Yago Sevillano,M,25,yago70@gmail.com,+34 943 74 12 86,cll 56 #29-72,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Asus TUF Gaming A15,Azus,1.0,4800000.0,4800000.0,Apple iMac 24,Aple,2.0,6400000.0,12800000.0,0.05,23180000.0
88,2021-07-13,17:12:33,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Calista Benitez Salamanca,F,30,calista15@gmail.com,+34 821 89 32 94,cra 81 #74-11,Tarjeta Débito,HP Omen 16,HP,1,6000000,6000000,Asus ZenBook 14,Azus,1.0,3800000.0,3800000.0,,,,,,0.0,9800000.0
89,2023-05-24,13:42:54,TechCore cali,Cali,Clímaco Salinas Zabaleta,Faustino Sureda Bravo,M,29,faustino5@yahoo.com,+34878086469,cra 16 #21-12,Tarjeta Crédito,MSI GE76 Raider,MSI,2,10000000,20000000,,,,,,,,,,,0.15,17000000.0
90,2022-04-06,15:17:04,TechCore medellín #1,medellin,Dominga del Alcántara,Rómulo Quirós Arce,M,41,rómulo88@gmail.com,+34 720321823,cll 85 #51-24,Tarjeta Débito,Apple MacBook Air M1,Apple,1,5500000,5500000,Lenovo ThinkPad X1 Carbon,Lenvo,1.0,6800000.0,6800000.0,Lenovo IdeaPad 5,Lenvo,1.0,2800000.0,2800000.0,,15100000.0
91,2021-04-30,23:04:18,Techcore medellín #2,medellin,Juanito Diaz,Raquel Garrido Gutiérrez,F,43,raquel22@yahoo.com,+34 949 052 580,cll 16 #75-59,Tarjeta Crédito,Asus TUF Gaming A15,Azus,1,4800000,4800000,HP Spectre x360,HP,1.0,5200000.0,5200000.0,HP Omen 16,HPP,2.0,6000000.0,12000000.0,,22000000.0
92,2020-07-28,22:10:53,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Eliseo Carreño,M,37,eliseo32@hotmail.com,+34 824 715 126,cra 78 #75-79,Tarjeta Débito,HP Omen 16,HPP,2,6000000,12000000,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,0.0,28400000.0
93,2021-04-08,10:39:33,TechCore bogotá #1,bogotá,Griselda Arnaiz Palacio,Tania Company Cañete,F,44,tania13@gmail.com,+34828 69 24 17,cra 46 #44-11,Tarjeta Crédito,Asus ZenBook 14,Asus,1,3800000,3800000,,,,,,,,,,,0.1,3420000.0
94,2024-08-29,01:06:40,TechCore pereíra,Pereira,Anacleto Morera Segovia,María Belén Paula Andreu Falcó,F,50,maría96@gmail.com,+34961015408,cra 77 #2-60,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,,,,,,,,,,,0.0,6800000.0
95,2025-06-14,12:16:08,TechCore Medellín #1,medellin,Ana Sofía Llopis Blázquez,Mateo Garriga Niño,M,39,mateo21@gmail.com,+34 842779712,cra 77 #6-75,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,,,,,,,,,,,0.1,10800000.0
96,2020-03-25,23:41:40,Techcore bogotá#1,bogotá,Poncio Gabriel Poza Acedo,Tomás Amorós Posada,M,42,tomás69@gmail.com,+34849 49 67 83,cra 9 #58-31,Tarjeta Crédito,HP Spectre x360,HPP,1,5200000,5200000,Razer Blade Stealth 13,Razor,1.0,7200000.0,7200000.0,,,,,,0.0,12400000.0
97,2018-10-13,04:23:32,TechCore Medellín #1,medellín,Eusebia Jara Macias,Marcial Salas Salas,M,23,marcial73@hotmail.com,+34824 601 807,cll 56 #53-45,Transferencia,Acer Predator Helios 300,Acer,2,5600000,11200000,Asus ROG Strix G15,Asus,1.0,6400000.0,6400000.0,Lenovo Legion 5 Pro,Lenvo,2.0,7200000.0,14400000.0,0.0,32000000.0
98,2024-10-21,19:10:58,TechCore medellín #1,Medellin,Ana Sofía Llopis Blázquez,Nacio Cortina Marquez,M,21,nacio39@gmail.com,+34883 497 302,cll 36 #32-72,Billetera Digital,Samsung Galaxy Book Flex,Samsung,2,5600000,11200000,,,,,,,,,,,,11200000.0
99,2019-08-29,17:05:54,TechCore medellin #2,Medellin,Claudia Sastre-Quintero,Esperanza Gras Goicoechea,F,48,esperanza99@yahoo.com,+34 733191193,cra 19 #18-71,Efectivo,Razer Blade 17,Razer,2,10000000,20000000,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,HP Pavilion 15,HPP,1.0,3500000.0,3500000.0,0.05,29165000.0
100,2015-04-08,19:25:27,Techcore bogotá#1,Bogotá,Evaristo Guillen Peña,Rafa Sanmiguel Calvo,M,18,rafa23@hotmail.com,+34847543442,cll 23 #24-45,Tarjeta Crédito,Asus VivoBook 15,Asus,1,2400000,2400000,Dell Inspiron 15,Dell,1.0,3000000.0,3000000.0,,,,,,,5400000.0
101,2020-10-01,22:41:37,TechCore medellín #1,Medellín,Liliana Jordá Armengol,Simón Ocaña Arcos,M,20,simón72@yahoo.com,+34806124656,cll 13 #89-66,Tarjeta Débito,Asus VivoBook 15,Azus,1,2400000,2400000,HP Spectre x360,HP,1.0,5200000.0,5200000.0,,,,,,0.05,7220000.0
102,2017-08-01,15:41:26,TechCore pereíra,Pereíra,Amílcar Ortega-Alberto,Cebrián Catalá Taboada,M,33,cebrián71@hotmail.com,+34735031365,cra 80 #65-78,Tarjeta Crédito,Apple MacBook Pro 16,Aple,1,9600000,9600000,,,,,,,,,,,0.0,9600000.0
103,2024-02-21,13:08:53,TechCore Medellín #1,medellín,Dominga del Alcántara,Albino Perelló-Franch,M,32,albino44@hotmail.com,+34873 604 947,cra 63 #31-98,Billetera Digital,Dell Inspiron 15,Dell,2,3000000,6000000,,,,,,,,,,,0.0,6000000.0
104,2023-09-17,09:28:25,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Nazaret de Peralta,F,36,nazaret52@yahoo.com,+34 948260911,cll 67 #52-88,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,Lenovo Yoga 7i,Lenovo,2.0,4400000.0,8800000.0,HP Pavilion 15,HP,1.0,3500000.0,3500000.0,0.1,15750000.0
105,2020-07-27,19:26:49,TechCore bogotá#2,Bogota,Edu Juan Pedraza,Fausto Rosselló Robles,M,19,fausto42@hotmail.com,+34 872 82 24 06,cll 39 #88-38,Transferencia,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,,,,,,0.0,14000000.0
106,2014-12-11,07:41:29,TechCore Medellín #1,Medellín,Eusebia Jara Macias,África Alvarado Bejarano,F,18,áfrica19@yahoo.com,+34 941 58 16 80,cra 39 #16-95,Transferencia,Lenovo Yoga 7i,Lenvo,2,4400000,8800000,MSI GE76 Raider,MSI,2.0,10000000.0,20000000.0,Asus VivoBook 15,Asus,2.0,2400000.0,4800000.0,0.0,33600000.0
107,2021-10-13,14:27:21,TechCore Cali,Cali,Jacinta Juárez Marín,Manu Marqués Portillo,M,28,manu99@hotmail.com,+34977 624 203,cll 17 #85-61,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,0.0,8800000.0
108,2018-08-12,19:53:41,TechCore medellin #2,medellin,Almudena Adelaida Lledó Garrido,Pío Delgado Piña,M,24,pío14@gmail.com,+34 975879160,cra 6 #97-72,Transferencia,HP Omen 16,HP,1,6000000,6000000,,,,,,,,,,,0.05,5700000.0
109,2015-08-31,05:39:19,Techcore medellín #2,Medellín,Claudia Sastre-Quintero,María Manuel,M,41,maría31@gmail.com,+34846 82 74 50,cll 33 #27-61,Tarjeta Crédito,HP Spectre x360,HPP,2,5200000,10400000,,,,,,,,,,,,10400000.0
110,2017-06-28,22:29:45,TechCore pereíra,pereira,Amílcar Ortega-Alberto,Constanza del Suarez,F,28,constanza89@hotmail.com,+34 974 55 89 97,cra 20 #89-9,Tarjeta Crédito,Acer Predator Helios 300,Acr,1,5600000,5600000,Dell XPS 13,Dell,1.0,4800000.0,4800000.0,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,,24800000.0
111,2018-05-21,08:36:42,TechCore medellin #2,Medellin,Claudia Sastre-Quintero,Eufemia Sosa Palacios,F,28,eufemia90@yahoo.com,+34 827 628 000,cll 99 #82-50,Billetera Digital,Apple MacBook Air M1,Aple,2,5500000,11000000,Lenovo Yoga 7i,Lenvo,2.0,4400000.0,8800000.0,Asus TUF Gaming A15,Azus,2.0,4800000.0,9600000.0,0.1,26460000.0
112,2018-08-28,11:43:20,Techcore medellín #2,medellin,Almudena Adelaida Lledó Garrido,Jeremías Castejón Barreda,M,28,jeremías22@hotmail.com,+34 883 52 22 74,cra 24 #70-12,Tarjeta Crédito,Dell Alienware m15,Del,2,8000000,16000000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,Acer Swift 3,Acr,2.0,2600000.0,5200000.0,,31600000.0
113,2017-12-15,10:02:23,TechCore medellin #1,Medellin,Liliana Jordá Armengol,Alicia del Gras,F,33,alicia52@yahoo.com,+34 922188967,cll 39 #21-73,Tarjeta Crédito,HP Spectre x360,HPP,2,5200000,10400000,,,,,,,,,,,0.0,10400000.0
114,2025-05-11,16:47:42,TechCore Bogotá #1,bogota,Aura del Bermúdez,Rufina Aparicio-Company,F,21,rufina40@yahoo.com,+34 943 273 623,cll 70 #63-20,Efectivo,Dell Latitude 7420,Dell,1,5600000,5600000,,,,,,,,,,,,5600000.0
115,2020-04-28,23:46:30,Techcore bogotá#1,bogotá,Evaristo Guillen Peña,Bernarda Taboada,F,19,bernarda62@yahoo.com,+34 803 54 29 56,cra 62 #22-99,Tarjeta Crédito,Dell Alienware m15,Del,2,8000000,16000000,Lenovo Yoga 7i,Lenovo,2.0,4400000.0,8800000.0,,,,,,0.05,23560000.0
116,2020-12-25,05:15:02,TechCore cali,Cali,Clímaco Salinas Zabaleta,Segismundo Abella Ríos,M,51,segismundo59@gmail.com,+34923812562,cra 36 #24-35,Transferencia,Acer Swift 3,Acr,1,2600000,2600000,,,,,,,,,,,0.1,2340000.0
117,2023-04-18,13:59:48,TechCore medellin #1,medellin,Ibán López Córdoba,Elba Acedo Pozuelo,F,44,elba45@hotmail.com,+34849 83 10 27,cra 78 #86-26,,Apple MacBook Pro 14,Apple,2,8000000,16000000,Asus TUF Gaming A15,Azus,1.0,4800000.0,4800000.0,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,0.05,26600000.0
118,2016-10-04,10:03:53,TechCore Medellín #2,medellín,Claudia Sastre-Quintero,María José Salas Catalán,F,47,maría64@gmail.com,+34 828602548,cll 87 #23-95,Tarjeta Crédito,HP Envy 13,HPP,2,4000000,8000000,Dell XPS 13,Del,1.0,4800000.0,4800000.0,Dell Inspiron 15,Del,1.0,3000000.0,3000000.0,0.05,15010000.0
119,2021-12-29,11:16:05,TechCore Bogotá #2,bogota,Armida Azorin Plaza,Gracia Paniagua Alegre,F,36,gracia34@hotmail.com,+34 878901964,cll 11 #61-72,Tarjeta Débito,Dell Alienware m15,Del,1,8000000,8000000,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,0.0,28800000.0
120,2016-09-21,05:13:54,TechCore bogota#2,bogotá,Olivia Armas Ayuso,Nazario Mariscal-Jimenez,M,28,nazario75@yahoo.com,+34 946 789 768,cra 49 #63-92,Transferencia,Dell Latitude 7420,Del,1,5600000,5600000,Dell XPS 13,Del,2.0,4800000.0,9600000.0,,,,,,0.15,12920000.0
121,2017-02-15,21:16:53,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Selena de Rubio,F,34,selena86@hotmail.com,+34 984536274,cra 76 #90-43,Tarjeta Débito,Apple MacBook Air M1,Aple,1,5500000,5500000,Apple iMac 24,Apple,1.0,6400000.0,6400000.0,HP Spectre x360,HP,1.0,5200000.0,5200000.0,,17100000.0
122,2017-01-15,15:05:57,TechCore bogotá#2,Bogota,Herminia Meléndez-Huguet,Chus Solana Dueñas,M,19,chus91@hotmail.com,+34 824774477,cll 84 #41-21,Tarjeta Crédito,Apple iMac 24,Apple,1,6400000,6400000,Samsung Galaxy Book Pro,Samsng,2.0,4800000.0,9600000.0,,,,,,0.0,16000000.0
123,2023-09-14,22:56:46,TechCore medellin #2,medellin,Juan José Porcel-Riera,Diego del Agustín,M,48,diego84@hotmail.com,+34 842 07 17 10,cll 88 #60-90,Tarjeta Débito,Samsung Galaxy Book Pro,Samsng,2,4800000,9600000,Acer Predator Helios 300,Acer,1.0,5600000.0,5600000.0,,,,,,0.05,14440000.0
124,2023-11-07,14:43:12,Techcore bogotá#1,Bogotá,María Belén Alegria Camps,Coral Huguet,F,43,coral77@gmail.com,+34 828 56 84 52,cra 79 #22-4,Tarjeta Débito,Dell Alienware m15,Del,1,8000000,8000000,Dell Latitude 7420,Del,2.0,5600000.0,11200000.0,HP Spectre x360,HP,1.0,5200000.0,5200000.0,0.05,23180000.0
125,2020-03-09,20:16:04,Techcore bogotá #2,Bogotá,Olivia Armas Ayuso,Víctor Castellanos Simó,M,27,víctor72@gmail.com,+34 846 514 586,cll 72 #70-13,Efectivo,Dell Inspiron 15,Dell,1,3000000,3000000,Dell XPS 13,Del,1.0,4800000.0,4800000.0,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,0.0,21400000.0
126,2022-06-29,18:45:13,Techcore medellín #2,medellín,Juan José Porcel-Riera,Arturo Carro Velasco,M,26,arturo95@gmail.com,+34 875 418 185,cra 23 #90-81,Tarjeta Débito,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,0.05,9880000.0
127,2022-02-19,10:49:14,TechCore cali,Cali,Basilio Marcos Barrena,Tito Moliner,M,29,tito3@yahoo.com,+34 901028448,cll 59 #26-36,Efectivo,HP Spectre x360,HP,2,5200000,10400000,Asus ROG Strix G15,Azus,1.0,6400000.0,6400000.0,Asus VivoBook 15,Asus,1.0,2400000.0,2400000.0,0.0,19200000.0
128,2022-08-01,10:53:54,Techcore medellín #2,Medellín,Claudia Sastre-Quintero,Aitor Hoyos Ibáñez,M,25,aitor27@yahoo.com,+34 982 276 241,cll 88 #76-49,Tarjeta Crédito,Asus ROG Strix G15,Azus,2,6400000,12800000,,,,,,,,,,,0.1,11520000.0
129,2020-06-18,22:42:55,TechCore medellin #1,medellín,Eusebia Jara Macias,Angelino Vega-Núñez,M,42,angelino84@hotmail.com,+34846548274,cra 47 #6-72,Tarjeta Débito,HP Omen 16,HPP,2,6000000,12000000,Acer Swift 3,Acer,2.0,2600000.0,5200000.0,,,,,,0.0,17200000.0
130,2019-03-11,00:10:19,TechCore medellin #1,Medellin,Ibán López Córdoba,Aránzazu de Soriano,F,45,aránzazu90@gmail.com,+34 835 713 877,cra 46 #81-27,Efectivo,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,Lenovo IdeaPad 5,Lenvo,1.0,2800000.0,2800000.0,Apple iMac 24,Aple,2.0,6400000.0,12800000.0,0.05,23180000.0
131,2022-11-11,07:27:07,TechCore pereíra,Pereira,Anacleto Morera Segovia,Berto Luque-Adán,M,18,berto11@gmail.com,+34977937873,cra 59 #56-96,Efectivo,Dell Inspiron 15,Del,1,3000000,3000000,Lenovo Legion 5 Pro,Lenvo,2.0,7200000.0,14400000.0,,,,,,,17400000.0
132,2023-09-20,07:33:44,TechCore medellin #2,Medellín,Claudia Sastre-Quintero,Haydée Clara Zaragoza Canales,F,18,haydée58@gmail.com,+34 971782912,cll 23 #50-5,Efectivo,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,Dell Latitude 7420,Dell,2.0,5600000.0,11200000.0,Apple MacBook Pro 16,Apple,2.0,9600000.0,19200000.0,0.0,35200000.0
133,2024-04-26,16:23:37,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Encarnacion Abella Yuste,F,26,encarnacion31@hotmail.com,+34 975 82 30 27,cra 44 #40-6,Tarjeta Crédito,Dell XPS 13,Del,2,4800000,9600000,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,,,,,,0.0,23200000.0
134,2015-03-18,17:12:59,TechCore medellín #1,Medellín,Dominga del Alcántara,Odalys Maestre Bueno,F,24,odalys54@hotmail.com,+34974 98 23 43,cll 96 #80-5,Tarjeta Crédito,Acer Swift 3,Acer,1,2600000,2600000,,,,,,,,,,,0.0,2600000.0
135,2016-11-13,08:57:32,TechCore medellin #2,Medellin,Luisina Lasa,Calisto Gómez Herrera,M,35,calisto19@yahoo.com,+34 974 518 077,cra 86 #95-40,Tarjeta Crédito,HP Omen 16,HPP,2,6000000,12000000,Dell Inspiron 15,Del,1.0,3000000.0,3000000.0,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,0.1,19980000.0
136,2020-07-26,17:46:02,TechCore Medellín #1,Medellin,Dominga del Alcántara,Vicente Río,M,41,vicente13@gmail.com,+34 803 706 889,cll 15 #85-67,Efectivo,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,,,,,,,,,,,0.1,2520000.0
137,2022-10-24,17:46:46,TechCore medellin #2,Medellin,Juanito Diaz,Anacleto Moya-Uría,M,42,anacleto60@yahoo.com,+34841 31 30 86,cra 55 #55-6,Efectivo,Asus ZenBook 14,Asus,1,3800000,3800000,Apple MacBook Air M1,Apple,2.0,5500000.0,11000000.0,HP Spectre x360,HPP,1.0,5200000.0,5200000.0,0.05,19000000.0
138,2018-12-16,06:11:37,Techcore bogotá #2,Bogota,Herminia Meléndez-Huguet,Mauricio Rico Téllez Tirado,M,28,mauricio17@hotmail.com,+34 848 988 528,cll 16 #85-11,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenvo,1,7200000,7200000,,,,,,,,,,,0.0,7200000.0
139,2021-12-29,20:53:19,TechCore Pereira,Pereira,María Ramírez Pou,Hilario Boada Exposito,M,50,hilario17@gmail.com,+34873312616,cra 36 #27-46,Transferencia,Apple MacBook Air M1,Apple,1,5500000,5500000,Dell Inspiron 15,Del,2.0,3000000.0,6000000.0,Dell Latitude 7420,Dell,2.0,5600000.0,11200000.0,0.0,22700000.0
140,2015-02-19,00:58:17,Techcore Pereíra,Pereíra,Amílcar Ortega-Alberto,Quique Alba Sotelo,M,44,quique27@yahoo.com,+34 922 393 747,cra 86 #35-16,Efectivo,Lenovo Yoga 7i,Lenvo,2,4400000,8800000,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,,,,,,0.0,22400000.0
141,2017-01-30,07:35:01,TechCore bogota#2,Bogota,Edu Juan Pedraza,Javiera Mendizábal-Pozo,F,26,javiera11@yahoo.com,+34 921 805 199,cll 61 #76-86,Efectivo,Apple MacBook Pro 14,Aple,1,8000000,8000000,Apple MacBook Pro 16,Apple,1.0,9600000.0,9600000.0,Dell XPS 13,Dell,2.0,4800000.0,9600000.0,0.0,27200000.0
142,2023-05-29,16:08:25,TechCore bogota#2,Bogota,Armida Azorin Plaza,Claudia de Alvarez,F,50,claudia42@hotmail.com,+34873 64 74 25,cra 56 #24-94,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,,,,,,0.1,7920000.0
143,2019-10-17,19:16:09,TechCore Medellín #2,Medellin,Luisina Lasa,Fabio Mármol,M,21,fabio9@hotmail.com,+34806 86 59 61,cra 56 #29-44,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,,,,,,,,,,,,6800000.0
144,2018-07-08,03:11:14,TechCore Medellín #2,Medellin,Juan José Porcel-Riera,Eligia Diaz Diéguez,F,27,eligia72@hotmail.com,+34921 10 50 98,cra 2 #18-62,Tarjeta Crédito,Asus VivoBook 15,Asus,2,2400000,4800000,Dell Latitude 7420,Dell,2.0,5600000.0,11200000.0,Dell Inspiron 15,Dell,1.0,3000000.0,3000000.0,,19000000.0
145,2023-10-30,10:56:32,TechCore medellin #1,Medellin,Liliana Jordá Armengol,Ramiro Salvador Cisneros Silva,M,45,ramiro99@hotmail.com,+34 875 17 10 33,cra 59 #60-86,Tarjeta Débito,MSI GF65 Thin,MSI,2,4400000,8800000,Dell Alienware m15,Del,2.0,8000000.0,16000000.0,,,,,,0.05,23560000.0
146,2016-09-21,17:39:47,TechCore bogota#1,bogota,Griselda Arnaiz Palacio,Estela Gálvez Molina,F,20,estela92@gmail.com,+34 682 045 848,cll 18 #93-36,Tarjeta Crédito,Lenovo IdeaPad 5,Lenvo,2,2800000,5600000,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,,,,,,0.0,19200000.0
147,2021-09-01,21:24:32,TechCore medellin #1,medellín,Eusebia Jara Macias,Calixta Rodríguez Pastor,F,24,calixta22@hotmail.com,+34825 87 48 07,cll 83 #52-84,Billetera Digital,Asus VivoBook 15,Asus,2,2400000,4800000,Apple MacBook Air M1,Aple,1.0,5500000.0,5500000.0,Acer Swift 3,Acr,2.0,2600000.0,5200000.0,0.0,15500000.0
148,2015-02-20,08:12:31,Techcore bogotá#1,bogota,Griselda Arnaiz Palacio,Cleto Porta Riquelme,M,40,cleto69@hotmail.com,+34 885 344 461,cra 35 #20-59,,Acer Predator Helios 300,Acer,1,5600000,5600000,,,,,,,,,,,0.0,5600000.0
149,2023-04-24,19:24:29,TechCore Cali,Cali,Jacinta Juárez Marín,Álvaro Calzada Garcia,M,45,álvaro72@gmail.com,+34865051777,cll 83 #64-32,Tarjeta Débito,Asus ZenBook 14,Azus,1,3800000,3800000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,Dell Alienware m15,Dell,1.0,8000000.0,8000000.0,,22200000.0
150,2019-07-24,06:22:56,TechCore medellin #1,medellín,Ibán López Córdoba,Emilio Sales-Rodrigo,M,37,emilio58@yahoo.com,+34825 00 91 29,cra 29 #95-60,Efectivo,Lenovo Legion 5 Pro,Lenvo,1,7200000,7200000,Dell Inspiron 15,Dell,1.0,3000000.0,3000000.0,Apple MacBook Air M1,Aple,2.0,5500000.0,11000000.0,0.0,21200000.0
151,2015-03-21,00:41:49,TechCore Medellín #1,medellin,Liliana Jordá Armengol,Elpidio Ballester-Ferrándiz,M,48,elpidio81@yahoo.com,+34 706 257 610,cra 31 #10-57,Tarjeta Crédito,Dell Alienware m15,Del,2,8000000,16000000,Microsoft Surface Book 3,Microsoft,1.0,6400000.0,6400000.0,,,,,,0.1,20160000.0
152,2024-10-08,20:41:25,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Reyes Ramírez,F,50,reyes75@gmail.com,+34 873 178 832,cra 12 #97-39,Tarjeta Crédito,Acer Nitro 5,Acer,2,4000000,8000000,HP Omen 16,HPP,2.0,6000000.0,12000000.0,Dell Inspiron 15,Dell,2.0,3000000.0,6000000.0,,26000000.0
153,2016-09-13,10:41:38,TechCore Bogotá #1,Bogota,Evaristo Guillen Peña,Hipólito Cifuentes Mínguez,M,27,hipólito84@gmail.com,+34 715 838 425,cll 28 #83-4,Tarjeta Débito,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,,10400000.0
154,2018-01-03,09:03:51,TechCore cali,Cali,Florencio Iker Vara Nebot,Rosalinda Cordero Moraleda,F,48,rosalinda50@yahoo.com,+34 825 18 64 41,cll 71 #92-6,Efectivo,Asus ZenBook 14,Asus,1,3800000,3800000,,,,,,,,,,,0.05,3610000.0
155,2014-09-08,15:38:45,TechCore Cali,Cali,Florencio Iker Vara Nebot,Nando Rogelio Lobato Suárez,M,18,nando65@yahoo.com,+34 901815474,cra 43 #70-42,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,,,,,,,,,,,0.0,7200000.0
